RA,Ano_Ref,Fase,Idade,Gênero,IAA,IEG,IPS,IDA,IPV,IAN,Mat,Por,Ing,IPP,Risco_Defasagem
RA-193,2023,FASE 4,13.0,Masculino,8.3,9.4,2.52,6.5,8.17,10.0,6.0,6.3,7.3,8.125,0
RA-1172,2023,FASE 4,16.0,Feminino,8.3,7.8,2.52,6.7,8.46,5.0,6.0,5.7,8.3,8.59375,1
RA-180,2023,FASE 4,13.0,Masculino,9.2,9.4,2.52,8.0,8.92,10.0,8.3,7.3,8.5,8.4375,0
RA-181,2023,FASE 4,,Feminino,9.6,8.3,2.52,6.8,8.2525,10.0,8.3,6.5,5.5,7.96875,0
RA-195,2023,FASE 4,,Feminino,7.1,9.2,2.52,6.0,8.79,10.0,6.3,6.2,5.5,8.4375,0
RA-196,2023,FASE 4,13.0,Masculino,7.9,9.0,2.52,6.2,8.2125,10.0,7.0,6.0,5.7,8.28125,0
RA-211,2023,FASE 4,14.0,Masculino,9.6,9.4,2.52,7.1,8.71,10.0,7.7,8.0,5.7,7.65625,0
RA-197,2023,FASE 4,13.0,Feminino,8.3,9.8,2.52,7.2,8.46,10.0,7.0,7.3,7.2,7.96875,0
RA-229,2023,FASE 4,,Masculino,9.2,9.8,2.52,7.8,8.42,10.0,8.0,8.2,7.3,8.28125,0
RA-186,2023,FASE 4,,Feminino,7.5,9.7,2.52,6.9,8.46,10.0,6.8,7.0,7.0,7.96875,0
RA-189,2023,FASE 4,14.0,Masculino,7.9,9.4,2.52,6.5,8.3775,10.0,6.3,6.5,6.7,8.28125,0
RA-191,2023,FASE 4,14.0,Masculino,0.0,9.7,2.52,7.8,8.4625,10.0,8.7,7.0,7.8,8.125,0
RA-1173,2023,FASE 4,14.0,Masculino,8.8,9.7,2.52,6.0,8.1225,10.0,7.0,5.0,6.0,7.8125,0
RA-217,2023,FASE 4,,Feminino,8.3,8.6,2.52,5.6,8.5025,5.0,6.7,5.3,4.8,8.4375,1
RA-1174,2023,FASE 4,15.0,Feminino,9.2,8.7,2.52,6.8,8.3375,5.0,6.5,7.2,6.8,8.90625,1
RA-192,2023,FASE 4,16.0,Masculino,8.8,6.2,5.0,6.5,7.3775,5.0,6.0,5.8,7.8,7.1875,1
RA-184,2023,FASE 4,13.0,Masculino,7.9,9.5,7.52,7.1,8.5025,10.0,7.3,6.3,7.8,8.59375,0
RA-200,2023,FASE 4,16.0,Masculino,9.6,4.5,2.52,4.3,7.17,5.0,4.3,4.2,4.5,7.5,1
RA-1175,2023,FASE 4,,Feminino,8.3,5.3,2.52,6.3,7.6275,2.5,6.3,6.3,6.2,7.65625,1
RA-204,2023,FASE 4,,Feminino,8.8,7.9,2.52,7.1,8.045,10.0,4.7,8.0,8.5,8.28125,0
RA-1176,2023,FASE 4,13.0,Masculino,8.3,9.3,7.52,8.2,9.17,10.0,8.0,7.8,8.7,9.6875,0
RA-1177,2023,FASE 4,14.0,Feminino,10.0,9.9,2.52,7.2,8.88,10.0,7.0,6.7,8.0,8.90625,0
RA-215,2023,FASE 4,14.0,Feminino,8.8,6.6,2.52,6.9,7.7125,10.0,5.7,6.7,8.3,7.96875,0
RA-1178,2023,FASE 4,,Masculino,8.8,9.3,2.52,5.7,8.2125,5.0,6.3,4.5,6.3,7.96875,1
RA-149,2023,FASE 4,,Feminino,8.8,4.2,2.52,4.7,7.2925,5.0,5.7,3.5,5.0,7.5,1
RA-1179,2023,FASE 4,,Masculino,9.6,8.1,4.38,5.0,7.17,5.0,6.7,3.7,4.5,6.875,1
RA-218,2023,FASE 4,15.0,Feminino,0.0,6.7,2.52,6.7,7.88,5.0,5.7,7.0,7.5,7.96875,1
RA-220,2023,FASE 4,14.0,Feminino,8.8,7.6,2.52,6.1,7.5475,10.0,6.3,5.8,6.3,7.1875,0
RA-202,2023,FASE 4,,Feminino,8.8,7.9,2.52,5.9,8.005,5.0,6.3,4.8,6.7,7.96875,1
RA-1180,2023,FASE 4,15.0,Masculino,8.3,9.5,5.0,5.4,7.7125,5.0,6.0,4.8,5.3,7.1875,1
RA-1181,2023,FASE 4,,Feminino,8.8,8.3,2.52,4.8,7.3375,10.0,5.7,4.3,4.5,7.5,0
RA-1182,2023,FASE 4,,Feminino,7.5,6.3,2.52,4.2,7.2125,5.0,5.3,2.0,5.2,6.71875,1
RA-205,2023,FASE 4,,Masculino,9.6,7.6,4.38,6.6,7.09,5.0,7.0,5.5,7.3,7.03125,1
RA-1183,2023,FASE 4,15.0,Masculino,7.5,8.7,2.52,5.3,6.7575,5.0,6.0,4.0,6.0,6.09375,1
RA-237,2023,FASE 4,15.0,Feminino,8.3,9.5,2.52,6.7,8.96,5.0,7.7,7.0,5.5,8.125,1
RA-147,2023,FASE 4,15.0,Feminino,0.0,7.0,5.63,4.5,7.46,5.0,5.0,6.0,2.5,6.875,1
RA-240,2023,FASE 4,,Feminino,7.1,6.7,2.52,4.8,6.9175,10.0,7.0,3.3,4.2,6.875,0
RA-1184,2023,FASE 4,,Masculino,8.3,8.3,5.0,7.3,8.045,5.0,8.0,5.5,8.5,8.125,1
RA-241,2023,FASE 4,,Masculino,0.0,9.9,2.52,7.5,9.545,5.0,9.3,7.0,6.2,8.75,1
RA-242,2023,FASE 4,14.0,Masculino,7.1,9.7,2.52,7.9,9.3775,10.0,9.3,7.3,7.2,8.59375,0
RA-138,2023,FASE 4,16.0,Masculino,10.0,7.9,6.26,4.3,7.4175,5.0,4.0,3.7,5.2,7.34375,1
RA-244,2023,FASE 4,13.0,Feminino,0.0,8.8,2.52,7.3,8.8325,10.0,7.0,8.0,6.8,8.125,0
RA-245,2023,FASE 4,,Masculino,0.0,10.0,2.52,8.1,9.5875,5.0,9.3,7.8,7.3,8.75,1
RA-246,2023,FASE 4,,Masculino,8.8,9.9,4.39,6.8,8.9175,10.0,7.7,7.0,5.8,8.125,0
RA-141,2023,FASE 4,15.0,Masculino,9.6,8.4,5.63,4.5,7.0425,5.0,6.0,5.3,2.3,7.03125,1
RA-239,2023,FASE 4,16.0,Feminino,0.0,8.4,5.0,7.0,7.6275,5.0,6.0,7.2,7.7,8.125,1
RA-1185,2023,FASE 4,,Feminino,7.5,9.1,5.0,7.5,8.3775,10.0,6.7,6.3,9.5,7.8125,0
RA-262,2023,FASE 4,,Masculino,0.0,3.7,5.0,3.8,6.05,5.0,5.0,3.3,3.0,7.03125,1
RA-1186,2023,FASE 4,,Feminino,8.8,9.8,6.89,5.5,7.3825,5.0,6.7,5.2,4.5,6.875,1
RA-397,2023,FASE 4,15.0,Feminino,7.5,7.9,2.52,4.6,7.465,5.0,6.7,5.0,2.0,7.1875,1
RA-1187,2023,FASE 4,13.0,Feminino,8.8,6.9,2.52,5.3,6.715,10.0,4.7,5.0,6.2,7.34375,0
RA-145,2023,FASE 4,17.0,Masculino,7.9,9.0,,6.2,7.4625,2.5,5.3,6.0,7.2,7.96875,1
RA-1188,2023,FASE 4,15.0,Feminino,9.6,9.4,,6.4,7.5875,5.0,6.5,7.5,5.2,7.8125,1
RA-265,2023,FASE 4,14.0,Masculino,8.3,8.7,,7.0,7.88,10.0,7.3,6.8,6.8,7.96875,0
RA-254,2023,FASE 4,15.0,Masculino,9.6,8.8,,5.9,7.71,5.0,5.7,5.7,6.2,7.8125,1
RA-267,2023,FASE 4,16.0,Feminino,7.9,7.7,,2.7,6.505,5.0,2.7,4.0,1.3,4.6875,1
RA-1189,2023,FASE 4,,Feminino,8.8,9.0,,6.1,7.3775,5.0,6.3,5.7,6.2,7.8125,1
RA-295,2023,FASE 4,15.0,Feminino,8.8,8.8,2.52,7.7,9.005,5.0,7.3,7.2,8.7,9.0625,1
RA-269,2023,FASE 4,14.0,Masculino,9.6,9.0,2.52,7.4,8.7975,10.0,8.0,7.3,7.0,8.59375,0
RA-313,2023,FASE 4,14.0,Feminino,9.2,8.7,2.52,3.9,7.75,10.0,4.0,2.8,5.0,7.65625,0
RA-1190,2023,FASE 4,,Masculino,0.0,9.2,5.0,4.2,7.045,10.0,3.0,4.2,5.5,7.34375,0
RA-301,2023,FASE 4,,Feminino,9.2,5.4,7.52,5.2,6.465,10.0,4.7,6.5,4.5,6.71875,0
RA-286,2023,FASE 4,15.0,Feminino,0.0,7.5,5.0,4.7,7.3375,5.0,3.7,5.0,5.3,8.125,1
RA-1191,2023,FASE 4,,Masculino,7.5,7.2,5.0,3.7,6.26,10.0,2.3,2.5,6.2,5.0,0
RA-1192,2023,FASE 4,15.0,Feminino,7.9,8.7,2.52,5.8,7.6675,5.0,4.7,6.0,6.8,7.96875,1
RA-174,2023,FASE 4,16.0,Feminino,7.9,5.6,5.0,5.1,7.2125,5.0,3.7,7.3,4.3,7.5,1
RA-1193,2023,FASE 4,,Feminino,0.0,7.8,5.0,4.1,7.13,10.0,3.7,3.5,5.0,7.1875,0
RA-308,2023,FASE 4,14.0,Masculino,5.4,6.8,5.0,4.9,7.5025,10.0,4.7,5.2,4.7,7.03125,0
RA-152,2023,FASE 4,16.0,Feminino,7.9,7.7,2.52,4.5,7.71,5.0,4.0,5.0,4.5,7.8125,1
RA-270,2023,FASE 4,14.0,Feminino,9.2,9.0,2.52,6.6,9.1275,10.0,7.7,6.2,5.8,8.75,0
RA-271,2023,FASE 4,16.0,Feminino,0.0,9.3,2.52,5.9,7.7125,5.0,4.3,7.0,6.3,8.125,1
RA-299,2023,FASE 4,14.0,Feminino,0.0,9.6,2.52,6.1,8.005,10.0,5.0,7.2,6.2,7.96875,0
RA-316,2023,FASE 4,14.0,Feminino,10.0,9.5,7.52,5.7,8.96,10.0,6.3,5.7,5.0,8.59375,0
RA-318,2023,FASE 4,15.0,Feminino,7.9,8.1,6.26,4.9,7.71,5.0,5.0,5.0,4.7,7.96875,1
RA-274,2023,FASE 4,12.0,Feminino,7.5,9.5,5.63,7.5,8.295,10.0,7.0,7.7,7.8,7.65625,0
RA-320,2023,FASE 4,14.0,Feminino,9.2,9.9,7.52,5.5,8.96,10.0,5.7,6.0,4.7,8.59375,0
RA-277,2023,FASE 4,,Masculino,8.3,9.9,7.52,5.5,8.7525,5.0,5.7,6.0,4.8,8.125,1
RA-278,2023,FASE 4,13.0,Masculino,0.0,9.8,5.63,5.6,8.3775,10.0,6.0,5.3,5.5,8.75,0
RA-291,2023,FASE 4,14.0,Masculino,8.8,8.6,7.52,7.1,9.21,10.0,8.0,6.5,6.7,8.90625,0
RA-306,2023,FASE 4,,Feminino,0.0,7.9,6.26,4.0,7.46,5.0,4.7,4.5,2.8,7.34375,1
RA-279,2023,FASE 4,14.0,Masculino,8.8,10.0,6.27,8.9,9.2125,10.0,9.0,8.5,9.3,8.75,0
RA-280,2023,FASE 4,,Feminino,6.7,9.5,7.52,6.5,8.7125,10.0,6.3,7.7,5.5,8.28125,0
RA-276,2023,FASE 4,,Feminino,6.3,8.5,2.52,5.5,6.585,10.0,3.7,4.7,8.0,7.03125,0
RA-285,2023,FASE 4,17.0,Feminino,8.3,4.6,2.52,4.7,7.13,2.5,4.0,6.0,4.0,7.65625,1
RA-1194,2023,FASE 4,13.0,Masculino,8.8,9.0,5.0,6.1,7.6675,10.0,6.0,4.2,8.0,7.5,0
RA-287,2023,FASE 4,18.0,Feminino,0.0,4.8,2.52,3.9,5.375,2.5,3.0,2.3,6.5,4.21875,1
RA-319,2023,FASE 4,,Masculino,9.6,9.2,5.0,7.2,8.88,10.0,5.7,5.8,10.0,8.59375,0
RA-321,2023,FASE 4,13.0,Feminino,8.3,9.4,2.52,6.2,8.42,10.0,6.0,5.8,6.7,8.125,0
RA-1195,2023,FASE 4,,Feminino,0.0,8.3,2.52,5.4,8.0025,2.5,4.3,4.7,7.3,8.28125,1
RA-159,2023,FASE 4,16.0,Feminino,7.9,8.1,2.52,6.3,7.8775,5.0,5.0,6.0,7.8,8.125,1
RA-322,2023,FASE 4,14.0,Feminino,6.7,8.3,2.52,5.3,8.045,10.0,4.0,5.5,6.3,7.96875,0
RA-251,2023,FASE 4,,Masculino,9.6,8.0,2.52,5.3,7.835,5.0,5.0,5.5,5.3,7.34375,1
RA-116,2023,FASE 5,17.0,Feminino,6.7,7.6,5.0,4.7,7.5475,5.0,2.3,5.0,6.8,7.96875,1
RA-103,2023,FASE 5,14.0,Feminino,8.3,9.2,5.0,7.1,8.09,10.0,7.3,6.3,7.7,8.125,0
RA-42,2023,FASE 5,,Masculino,8.8,8.6,5.63,5.7,6.6675,5.0,6.3,4.2,6.7,6.5625,1
RA-121,2023,FASE 5,,Feminino,6.3,8.8,5.0,6.0,7.4625,5.0,5.0,5.7,7.3,7.34375,1
RA-106,2023,FASE 5,15.0,Feminino,7.9,9.1,5.0,7.3,7.5075,10.0,6.7,6.8,8.3,7.03125,0
RA-123,2023,FASE 5,17.0,Masculino,0.0,9.4,5.0,5.7,6.8375,5.0,5.0,5.3,6.7,6.875,1
RA-46,2023,FASE 5,18.0,Feminino,7.1,7.4,2.52,4.4,6.6275,2.5,2.8,3.0,7.3,6.5625,1
RA-125,2023,FASE 5,16.0,Feminino,9.2,7.7,5.0,5.8,7.835,5.0,3.3,5.8,8.2,8.125,1
RA-110,2023,FASE 5,15.0,Masculino,8.3,8.6,5.0,7.5,8.2975,10.0,8.3,6.2,8.0,8.75,0
RA-128,2023,FASE 5,16.0,Masculino,6.7,7.3,5.0,5.7,7.5475,5.0,6.3,4.0,6.7,7.34375,1
RA-143,2023,FASE 5,,Masculino,8.3,9.6,2.52,6.5,8.3375,10.0,9.2,5.0,5.2,8.28125,0
RA-111,2023,FASE 5,14.0,Feminino,7.5,8.7,5.0,6.0,8.0875,10.0,6.0,5.2,6.7,7.65625,0
RA-112,2023,FASE 5,,Feminino,6.7,8.1,5.0,7.4,7.9225,5.0,7.3,6.5,8.3,7.96875,1
RA-115,2023,FASE 5,16.0,Feminino,8.8,7.1,5.0,4.2,7.215,5.0,3.7,3.8,5.2,7.34375,1
RA-1196,2023,FASE 5,15.0,Masculino,0.0,8.2,5.0,7.5,8.045,10.0,8.0,6.2,8.3,7.8125,0
RA-52,2023,FASE 5,,Masculino,10.0,9.8,2.52,6.4,8.2975,10.0,7.7,4.8,6.7,8.125,0
RA-1197,2023,FASE 5,16.0,Feminino,6.7,8.4,5.0,7.3,7.215,5.0,5.3,7.2,9.3,7.03125,1
RA-108,2023,FASE 5,,Feminino,5.8,7.3,2.52,2.9,5.59,5.0,2.7,3.2,2.8,4.375,1
RA-1198,2023,FASE 5,,Feminino,8.3,9.4,6.26,6.7,7.9625,5.0,7.3,3.7,9.0,7.5,1
RA-127,2023,FASE 5,15.0,Feminino,8.8,7.8,6.26,6.4,8.6725,10.0,4.7,6.3,8.2,8.4375,0
RA-114,2023,FASE 5,,Masculino,0.0,6.0,3.14,5.6,7.255,5.0,4.0,4.5,8.3,7.5,1
RA-146,2023,FASE 5,,Feminino,6.2,9.5,5.0,7.9,8.2125,5.0,7.8,5.8,10.0,8.4375,1
RA-1199,2023,FASE 5,,Masculino,6.7,9.1,5.0,6.2,8.0875,5.0,6.8,5.0,6.7,6.875,1
RA-70,2023,FASE 5,17.0,Feminino,9.2,9.2,5.0,4.3,7.545,5.0,3.0,3.5,6.3,7.5,1
RA-107,2023,FASE 5,15.0,Feminino,0.0,8.5,5.0,7.0,7.5875,10.0,6.0,5.2,9.7,7.34375,0
RA-1200,2023,FASE 5,15.0,Feminino,0.0,6.4,5.0,4.0,6.8725,10.0,4.3,2.3,5.5,7.5,0
RA-151,2023,FASE 5,17.0,Feminino,0.0,7.8,7.52,7.9,8.1725,5.0,6.8,7.0,10.0,8.59375,1
RA-85,2023,FASE 5,16.0,Masculino,8.8,8.9,6.27,5.7,7.8425,5.0,5.8,3.8,7.5,5.9375,1
RA-1201,2023,FASE 5,15.0,Masculino,9.2,9.6,3.77,7.8,8.7575,10.0,8.3,6.5,8.5,8.59375,0
RA-131,2023,FASE 5,16.0,Feminino,8.3,7.8,5.0,2.2,6.8,5.0,0.0,3.0,3.5,7.65625,1
RA-132,2023,FASE 5,15.0,Feminino,7.5,8.7,2.52,6.5,7.715,10.0,6.3,6.5,6.7,7.65625,0
RA-133,2023,FASE 5,16.0,Feminino,7.5,7.9,2.52,5.3,6.505,5.0,5.0,4.3,6.7,7.1875,1
RA-104,2023,FASE 5,,Masculino,0.0,7.7,2.52,2.6,5.6275,2.5,3.7,1.8,2.3,5.625,1
RA-137,2023,FASE 5,17.0,Feminino,7.1,6.3,2.52,6.0,6.88,5.0,7.3,4.5,6.2,6.40625,1
RA-144,2023,FASE 5,14.0,Feminino,0.0,5.2,2.52,4.4,6.0,10.0,3.3,2.5,7.3,6.25,0
RA-1202,2023,FASE 5,16.0,Feminino,7.1,7.6,7.52,3.3,6.67,5.0,4.5,3.3,2.0,7.34375,1
RA-90,2023,FASE 5,14.0,Feminino,10.0,9.6,7.52,7.7,8.1725,10.0,6.7,6.8,9.5,8.59375,0
RA-167,2023,FASE 5,,Feminino,8.8,9.9,5.0,7.9,7.8375,5.0,8.3,7.2,8.3,7.96875,1
RA-168,2023,FASE 5,15.0,Feminino,0.0,9.6,6.89,4.7,6.4225,10.0,4.3,3.0,6.7,6.5625,0
RA-1203,2023,FASE 5,,Feminino,9.2,10.0,2.52,7.2,7.8775,5.0,6.7,5.8,9.2,7.96875,1
RA-155,2023,FASE 5,17.0,Masculino,7.9,8.1,5.0,4.4,6.5875,5.0,5.3,2.8,5.2,7.03125,1
RA-94,2023,FASE 5,,Feminino,7.5,9.6,2.52,7.2,7.795,5.0,7.7,4.8,9.0,8.75,1
RA-81,2023,FASE 5,15.0,Feminino,9.6,8.8,2.52,6.3,7.2125,10.0,8.7,4.7,5.5,7.8125,0
RA-302,2023,FASE 5,17.0,Masculino,0.0,7.3,5.0,4.3,6.255,5.0,4.7,2.3,5.8,7.5,1
RA-171,2023,FASE 5,17.0,Masculino,7.5,7.2,5.0,5.2,6.755,5.0,4.5,4.8,6.2,7.1875,1
RA-160,2023,FASE 5,16.0,Feminino,8.8,8.3,2.52,5.0,7.46,5.0,3.3,3.8,8.0,8.125,1
RA-1204,2023,FASE 5,16.0,Masculino,7.5,8.7,5.0,6.1,7.2125,5.0,5.0,3.7,9.7,7.8125,1
RA-1205,2023,FASE 5,18.0,Feminino,9.2,9.2,6.26,5.0,7.085,2.5,5.2,3.7,6.2,7.5,1
RA-173,2023,FASE 5,17.0,Masculino,9.2,8.5,6.26,8.1,7.8775,5.0,9.0,6.2,9.2,8.125,1
RA-166,2023,FASE 5,,Masculino,7.5,8.9,6.26,8.1,7.4625,10.0,7.0,7.2,10.0,8.4375,0
RA-175,2023,FASE 5,,Feminino,8.8,9.2,2.52,4.8,7.085,5.0,5.0,5.0,4.5,7.1875,1
RA-153,2023,FASE 5,15.0,Feminino,9.2,7.4,2.52,6.4,7.71,10.0,6.0,5.3,8.0,8.125,0
RA-1206,2023,FASE 5,17.0,Feminino,8.8,8.3,2.52,5.6,7.7125,5.0,4.7,3.7,8.3,7.8125,1
RA-157,2023,FASE 5,13.0,Feminino,7.1,9.9,2.52,6.8,8.63,10.0,6.0,6.8,7.5,8.59375,0
RA-1207,2023,FASE 5,,Feminino,8.8,9.0,5.0,5.5,7.63,10.0,5.0,4.0,7.5,7.8125,0
RA-1208,2023,FASE 5,15.0,Masculino,8.8,8.8,2.52,6.2,6.2525,10.0,5.0,4.8,8.8,6.875,0
RA-1209,2023,FASE 5,16.0,Feminino,7.5,9.4,5.0,7.4,7.7125,5.0,7.7,5.7,8.8,7.8125,1
RA-158,2023,FASE 5,,Feminino,7.1,9.0,2.52,6.0,7.545,10.0,6.0,5.7,6.3,8.28125,0
RA-161,2023,FASE 5,14.0,Feminino,0.0,7.3,2.52,5.8,7.795,10.0,7.0,4.5,6.0,8.125,0
RA-164,2023,FASE 5,16.0,Masculino,0.0,8.2,2.52,5.8,6.9625,5.0,6.0,4.2,7.3,6.875,1
RA-1210,2023,FASE 5,16.0,Feminino,9.6,9.4,5.0,4.7,8.09,5.0,5.0,2.0,7.0,7.8125,1
RA-165,2023,FASE 5,,Feminino,6.7,9.2,2.52,7.3,7.795,10.0,7.3,6.2,8.3,8.125,0
RA-1211,2023,FASE 5,16.0,Feminino,7.1,9.1,5.0,6.2,7.7125,5.0,6.3,4.5,7.8,7.8125,1
RA-1212,2023,FASE 5,16.0,Feminino,8.3,8.9,5.0,4.2,7.715,5.0,0.0,3.5,9.0,7.65625,1
RA-1213,2023,FASE 5,,Feminino,0.0,8.4,2.52,6.0,7.715,5.0,6.7,4.8,6.5,7.8125,1
RA-40,2023,FASE 6,17.0,Feminino,7.5,8.2,7.52,5.9,7.755,5.0,6.2,5.7,5.8,7.96875,1
RA-1214,2023,FASE 6,16.0,Masculino,9.6,9.8,6.89,7.4,7.6725,10.0,8.0,5.0,9.3,7.5,0
RA-71,2023,FASE 6,,Feminino,6.7,9.8,6.26,6.6,7.7125,5.0,7.3,5.5,7.0,7.5,1
RA-53,2023,FASE 6,18.0,Masculino,9.2,9.1,5.63,7.7,7.5875,5.0,7.3,6.5,9.2,7.5,1
RA-43,2023,FASE 6,17.0,Feminino,7.9,6.7,5.63,5.0,7.5875,5.0,4.0,5.0,6.0,7.5,1
RA-55,2023,FASE 6,,Feminino,7.9,8.1,3.14,7.1,7.545,5.0,8.7,6.5,6.0,7.5,1
RA-44,2023,FASE 6,,Feminino,0.0,8.5,5.01,6.9,7.17,5.0,7.3,5.8,7.5,7.5,1
RA-1215,2023,FASE 6,16.0,Feminino,7.1,5.6,5.0,4.1,7.1725,10.0,5.0,2.7,4.7,7.5,0
RA-45,2023,FASE 6,,Feminino,7.1,9.6,6.26,7.9,8.1725,10.0,7.8,6.3,9.7,8.28125,0
RA-56,2023,FASE 6,16.0,Feminino,9.6,9.5,5.0,7.8,7.8,10.0,7.8,5.5,10.0,8.125,0
RA-57,2023,FASE 6,,Masculino,0.0,8.0,5.63,7.2,7.755,5.0,7.8,6.8,7.0,7.96875,1
RA-58,2023,FASE 6,,Masculino,0.0,9.7,6.26,8.1,8.3825,10.0,7.8,6.5,10.0,8.4375,0
RA-59,2023,FASE 6,,Masculino,7.5,9.6,5.63,7.2,8.4225,5.0,7.7,6.8,7.2,8.28125,1
RA-1216,2023,FASE 6,19.0,Feminino,9.6,9.0,5.63,7.9,7.795,5.0,8.7,5.3,9.7,7.5,1
RA-78,2023,FASE 6,,Feminino,0.0,7.7,6.26,6.7,8.0025,5.0,8.5,4.8,6.8,8.28125,1
RA-79,2023,FASE 6,,Feminino,5.8,6.2,5.0,7.6,7.59,5.0,6.0,7.7,9.0,7.8125,1
RA-61,2023,FASE 6,16.0,Masculino,8.3,7.0,6.26,6.2,7.4625,10.0,6.7,4.3,7.5,7.96875,0
RA-63,2023,FASE 6,,Masculino,6.7,9.0,6.89,8.7,8.9675,5.0,9.3,7.3,9.5,8.75,1
RA-64,2023,FASE 6,,Feminino,7.5,9.2,6.89,6.7,7.9625,5.0,7.0,6.0,7.2,7.34375,1
RA-48,2023,FASE 6,16.0,Feminino,6.7,8.4,6.26,7.7,7.6275,10.0,8.3,5.7,9.0,7.65625,0
RA-109,2023,FASE 6,,Masculino,8.3,9.9,7.52,8.3,8.59,5.0,7.0,8.2,9.7,8.75,1
RA-80,2023,FASE 6,,Feminino,8.3,8.4,6.89,6.3,7.465,5.0,8.2,5.7,5.0,7.96875,1
RA-91,2023,FASE 6,,Feminino,10.0,7.4,6.89,7.4,7.4675,5.0,9.5,5.0,7.7,7.8125,1
RA-1217,2023,FASE 6,17.0,Feminino,0.0,7.9,5.63,5.9,7.38,5.0,7.0,4.0,6.7,7.65625,1
RA-92,2023,FASE 6,,Feminino,9.6,9.4,5.63,6.7,7.045,5.0,8.7,4.8,6.7,7.1875,1
RA-96,2023,FASE 6,17.0,Masculino,9.6,8.9,7.52,6.4,7.84,5.0,6.8,4.8,7.7,7.65625,1
RA-1218,2023,FASE 6,17.0,Masculino,7.5,9.2,5.0,5.3,7.1325,5.0,6.7,3.5,5.7,7.5,1
RA-1219,2023,FASE 6,,Feminino,8.8,6.5,5.63,6.3,7.38,10.0,7.2,5.5,6.3,7.34375,0
RA-1220,2023,FASE 6,17.0,Feminino,0.0,9.0,5.0,6.8,7.63,5.0,8.8,5.3,6.3,7.8125,1
RA-84,2023,FASE 6,,Feminino,0.0,8.8,2.52,6.0,7.6725,5.0,6.8,5.8,5.5,7.8125,1
RA-99,2023,FASE 6,17.0,Masculino,7.9,8.3,5.63,4.5,7.4225,5.0,4.7,4.0,4.8,7.8125,1
RA-87,2023,FASE 6,16.0,Masculino,7.5,10.0,5.63,9.3,8.385,10.0,9.5,8.7,9.7,8.125,0
RA-89,2023,FASE 6,17.0,Masculino,8.3,8.1,5.0,5.1,7.465,5.0,6.3,2.3,6.7,7.34375,1
RA-1221,2023,FASE 7,22.0,Feminino,9.2,9.1,6.26,8.7,8.09,5.0,8.2,8.0,10.0,8.0,1
RA-27,2023,FASE 7,,Masculino,6.7,7.7,6.89,6.9,8.8825,10.0,7.0,5.8,8.0,8.625,0
RA-1222,2023,FASE 7,,Feminino,7.1,10.0,5.63,6.8,6.005,5.0,5.0,6.5,9.0,6.875,1
RA-32,2023,FASE 7,,Feminino,0.0,8.2,3.77,7.9,6.8775,10.0,9.0,5.8,9.0,7.375,0
RA-19,2023,FASE 7,19.0,Feminino,7.9,9.4,5.63,7.8,8.1725,5.0,7.7,7.0,8.8,7.75,1
RA-62,2023,FASE 7,17.0,Feminino,0.0,9.8,6.89,7.5,8.215,10.0,9.3,6.8,6.3,8.25,0
RA-1223,2023,FASE 7,,Masculino,8.8,9.3,5.0,9.0,7.2925,10.0,9.5,8.3,9.3,6.875,0
RA-38,2023,FASE 7,17.0,Feminino,9.6,9.7,7.52,7.7,8.8825,10.0,8.2,8.8,6.0,8.75,0
RA-1224,2023,FASE 7,,Masculino,8.3,9.4,5.0,8.0,7.6325,5.0,8.2,6.3,9.5,7.125,1
RA-39,2023,FASE 7,17.0,Feminino,9.6,9.1,7.52,7.8,8.7575,10.0,8.3,7.8,7.2,8.75,0
RA-1225,2023,FASE 7,18.0,Feminino,7.5,,2.52,,,5.0,,,,,1
RA-76,2023,FASE 7,15.0,Feminino,10.0,,2.52,,,10.0,,,,,0
RA-26,2023,FASE 7,,Masculino,0.0,,7.52,,,5.0,,,,,1
RA-1226,2023,FASE 7,,Feminino,9.2,,7.52,,,10.0,,,,,0
RA-93,2023,FASE 7,16.0,Feminino,7.9,,3.14,,,10.0,,,,,0
RA-119,2023,FASE 7,15.0,Feminino,6.7,,2.52,,,10.0,,,,,0
RA-1227,2023,FASE 7,16.0,Feminino,9.2,,2.52,,,10.0,,,,,0
RA-1228,2023,FASE 7,17.0,Feminino,7.5,,2.52,,,10.0,,,,,0
RA-1229,2023,FASE 7,,Feminino,8.3,,7.52,,,10.0,,,,,0
RA-98,2023,FASE 7,15.0,Feminino,7.9,,2.52,,,10.0,,,,,0
RA-172,2023,FASE 7,15.0,Feminino,0.0,,3.77,,,10.0,,,,,0
RA-86,2023,FASE 7,,Masculino,8.3,,6.89,,,10.0,,,,,0
RA-1230,2023,FASE 7,16.0,Feminino,0.0,,2.52,,,10.0,,,,,0
RA-1231,2023,FASE 8,22.0,Masculino,,,,,,10.0,,,,,0
RA-1232,2023,FASE 8,21.0,Masculino,,,,,,10.0,,,,,0
RA-1233,2023,FASE 8,22.0,Feminino,,,,,,10.0,,,,,0
RA-1234,2023,FASE 8,,Feminino,,,,,,10.0,,,,,0
RA-1235,2023,FASE 8,21.0,Masculino,,,,,,10.0,,,,,0
RA-1236,2023,FASE 8,21.0,Feminino,,,,,,10.0,,,,,0
RA-1237,2023,FASE 8,,Feminino,,,,,,10.0,,,,,0
RA-1238,2023,FASE 8,21.0,Feminino,,,,,,10.0,,,,,0
